date,chain,tvl
2021-09-29,Bitcoin,123946208
2021-09-30,Bitcoin,131120033
2021-10-01,Bitcoin,144082430
2021-10-02,Bitcoin,145308854
2021-10-03,Bitcoin,145906316
2021-10-04,Bitcoin,148999818
2021-10-05,Bitcoin,157196758
2021-10-06,Bitcoin,155732904
2021-10-07,Bitcoin,165806759
2021-10-08,Bitcoin,163466924
2021-10-09,Bitcoin,164403977
2021-10-10,Bitcoin,167284142
2021-10-11,Bitcoin,167268876
2021-10-12,Bitcoin,175064425
2021-10-13,Bitcoin,173840813
2021-10-14,Bitcoin,179565104
2021-10-15,Bitcoin,179105922
2021-10-16,Bitcoin,190800712
2021-10-17,Bitcoin,192373252
2021-10-18,Bitcoin,194940968
2021-10-19,Bitcoin,196959968
2021-10-20,Bitcoin,204356079
2021-10-21,Bitcoin,210091311
2021-10-22,Bitcoin,199936187
2021-10-23,Bitcoin,194643569
2021-10-24,Bitcoin,197758505
2021-10-25,Bitcoin,196859939
2021-10-26,Bitcoin,190922398
2021-10-27,Bitcoin,190738786
2021-10-28,Bitcoin,190373522
2021-10-29,Bitcoin,200555186
2021-10-30,Bitcoin,201330139
2021-10-31,Bitcoin,201945135
2021-11-01,Bitcoin,199547638
2021-11-02,Bitcoin,196360831
2021-11-03,Bitcoin,203098679
2021-11-04,Bitcoin,204402163
2021-11-05,Bitcoin,200103585
2021-11-06,Bitcoin,200457812
2021-11-07,Bitcoin,202539050
2021-11-08,Bitcoin,212215543
2021-11-09,Bitcoin,221061495
2021-11-10,Bitcoin,219546001
2021-11-11,Bitcoin,212716570
2021-11-12,Bitcoin,214645994
2021-11-13,Bitcoin,212677613
2021-11-14,Bitcoin,212927028
2021-11-15,Bitcoin,218252758
2021-11-16,Bitcoin,208478708
2021-11-17,Bitcoin,197860340
2021-11-18,Bitcoin,202660193
2021-11-19,Bitcoin,188859285
2021-11-20,Bitcoin,192478279
2021-11-21,Bitcoin,199642645
2021-11-22,Bitcoin,193401037
2021-11-23,Bitcoin,188670474
2021-11-24,Bitcoin,191633705
2021-11-25,Bitcoin,189572671
2021-11-26,Bitcoin,196466712
2021-11-27,Bitcoin,180711094
2021-11-28,Bitcoin,182322494
2021-11-29,Bitcoin,188501843
2021-11-30,Bitcoin,194306086
2021-12-01,Bitcoin,193470060
2021-12-02,Bitcoin,192349826
2021-12-03,Bitcoin,190125150
2021-12-04,Bitcoin,179279711
2021-12-05,Bitcoin,163575847
2021-12-06,Bitcoin,164303167
2021-12-07,Bitcoin,168792447
2021-12-08,Bitcoin,169013640
2021-12-09,Bitcoin,169564332
2021-12-10,Bitcoin,163048515
2021-12-11,Bitcoin,160747241
2021-12-12,Bitcoin,165022230
2021-12-13,Bitcoin,168559349
2021-12-14,Bitcoin,156462910
2021-12-15,Bitcoin,161417946
2021-12-16,Bitcoin,163731925
2021-12-17,Bitcoin,160200604
2021-12-18,Bitcoin,154644097
2021-12-19,Bitcoin,156228819
2021-12-20,Bitcoin,157180535
2021-12-21,Bitcoin,157870534
2021-12-22,Bitcoin,164717056
2021-12-23,Bitcoin,163493521
2021-12-24,Bitcoin,171941696
2021-12-25,Bitcoin,172624085
2021-12-26,Bitcoin,171335441
2021-12-27,Bitcoin,171392499
2021-12-28,Bitcoin,169071173
2021-12-29,Bitcoin,160326782
2021-12-30,Bitcoin,157512144
2021-12-31,Bitcoin,157850008
2022-01-01,Bitcoin,157006040
2022-01-02,Bitcoin,160737057
2022-01-03,Bitcoin,159103089
2022-01-04,Bitcoin,156094617
2022-01-05,Bitcoin,155295827
2022-01-06,Bitcoin,146890342
2022-01-07,Bitcoin,144444178
2022-01-08,Bitcoin,141886446
2022-01-09,Bitcoin,140674732
2022-01-10,Bitcoin,141568415
2022-01-11,Bitcoin,141414681
2022-01-12,Bitcoin,145415315
2022-01-13,Bitcoin,149034000
2022-01-14,Bitcoin,145351557
2022-01-15,Bitcoin,146785207
2022-01-16,Bitcoin,146677310
2022-01-17,Bitcoin,145502883
2022-01-18,Bitcoin,143452112
2022-01-19,Bitcoin,143492043
2022-01-20,Bitcoin,142044083
2022-01-21,Bitcoin,138539987
2022-01-22,Bitcoin,124372513
2022-01-23,Bitcoin,119257905
2022-01-24,Bitcoin,122661479
2022-01-25,Bitcoin,124058612
2022-01-26,Bitcoin,126821358
2022-01-27,Bitcoin,126212915
2022-01-28,Bitcoin,127436170
2022-01-29,Bitcoin,129644745
2022-01-30,Bitcoin,130993534
2022-01-31,Bitcoin,127972412
2022-02-01,Bitcoin,132635782
2022-02-02,Bitcoin,134440151
2022-02-03,Bitcoin,128238041
2022-02-04,Bitcoin,129212454
2022-02-05,Bitcoin,143700324
2022-02-06,Bitcoin,144711581
2022-02-07,Bitcoin,145714878
2022-02-08,Bitcoin,153910477
2022-02-09,Bitcoin,155591675
2022-02-10,Bitcoin,156048431
2022-02-11,Bitcoin,152432181
2022-02-12,Bitcoin,149119437
2022-02-13,Bitcoin,148697858
2022-02-14,Bitcoin,149572007
2022-02-15,Bitcoin,150418512
2022-02-16,Bitcoin,156320171
2022-02-17,Bitcoin,143768017
2022-02-18,Bitcoin,143529321
2022-02-19,Bitcoin,141708986
2022-02-20,Bitcoin,141956858
2022-02-21,Bitcoin,136993061
2022-02-22,Bitcoin,133088357
2022-02-23,Bitcoin,135777771
2022-02-24,Bitcoin,131941513
2022-02-25,Bitcoin,134942173
2022-02-26,Bitcoin,138388768
2022-02-27,Bitcoin,137923472
2022-02-28,Bitcoin,133612934
2022-03-01,Bitcoin,153004609
2022-03-02,Bitcoin,155683392
2022-03-03,Bitcoin,155111627
2022-03-04,Bitcoin,148393875
2022-03-05,Bitcoin,138263346
2022-03-06,Bitcoin,140444176
2022-03-07,Bitcoin,136537646
2022-03-08,Bitcoin,136349806
2022-03-09,Bitcoin,138221421
2022-03-10,Bitcoin,150188417
2022-03-11,Bitcoin,139628141
2022-03-12,Bitcoin,140415952
2022-03-13,Bitcoin,140307582
2022-03-14,Bitcoin,136697479
2022-03-15,Bitcoin,143093532
2022-03-16,Bitcoin,141336313
2022-03-17,Bitcoin,147949402
2022-03-18,Bitcoin,147787202
2022-03-19,Bitcoin,152259237
2022-03-20,Bitcoin,153508614
2022-03-21,Bitcoin,150424215
2022-03-22,Bitcoin,149616222
2022-03-23,Bitcoin,153982135
2022-03-24,Bitcoin,155542246
2022-03-25,Bitcoin,160050850
2022-03-26,Bitcoin,161356629
2022-03-27,Bitcoin,161833310
2022-03-28,Bitcoin,170802706
2022-03-29,Bitcoin,173796530
2022-03-30,Bitcoin,173288343
2022-03-31,Bitcoin,174447626
2022-04-01,Bitcoin,169248287
2022-04-02,Bitcoin,172166012
2022-04-03,Bitcoin,171899375
2022-04-04,Bitcoin,174151819
2022-04-05,Bitcoin,175540077
2022-04-06,Bitcoin,169651902
2022-04-07,Bitcoin,163124466
2022-04-08,Bitcoin,164161108
2022-04-09,Bitcoin,160431077
2022-04-10,Bitcoin,162351130
2022-04-11,Bitcoin,161236036
2022-04-12,Bitcoin,146359360
2022-04-13,Bitcoin,147885649
2022-04-14,Bitcoin,152538640
2022-04-15,Bitcoin,148028505
2022-04-16,Bitcoin,149826776
2022-04-17,Bitcoin,150188125
2022-04-18,Bitcoin,147716271
2022-04-19,Bitcoin,152924269
2022-04-20,Bitcoin,154878911
2022-04-21,Bitcoin,155644751
2022-04-22,Bitcoin,149331785
2022-04-23,Bitcoin,146380767
2022-04-24,Bitcoin,146318654
2022-04-25,Bitcoin,144720292
2022-04-26,Bitcoin,149619199
2022-04-27,Bitcoin,140923852
2022-04-28,Bitcoin,146318927
2022-04-29,Bitcoin,148506476
2022-04-30,Bitcoin,144411131
2022-05-01,Bitcoin,141851184
2022-05-02,Bitcoin,145952904
2022-05-03,Bitcoin,144727478
2022-05-04,Bitcoin,143273795
2022-05-05,Bitcoin,149991500
2022-05-06,Bitcoin,137143004
2022-05-07,Bitcoin,136487868
2022-05-08,Bitcoin,134506530
2022-05-09,Bitcoin,130108016
2022-05-10,Bitcoin,117084169
2022-05-11,Bitcoin,120090279
2022-05-12,Bitcoin,115820216
2022-05-13,Bitcoin,113542602
2022-05-14,Bitcoin,114097843
2022-05-15,Bitcoin,116547729
2022-05-16,Bitcoin,120475735
2022-05-17,Bitcoin,117240229
2022-05-18,Bitcoin,176849365
2022-05-19,Bitcoin,167733123
2022-05-20,Bitcoin,171935286
2022-05-21,Bitcoin,167083496
2022-05-22,Bitcoin,169044514
2022-05-23,Bitcoin,172796393
2022-05-24,Bitcoin,169161957
2022-05-25,Bitcoin,170673373
2022-05-26,Bitcoin,172396313
2022-05-27,Bitcoin,168400103
2022-05-28,Bitcoin,164250034
2022-05-29,Bitcoin,165220589
2022-05-30,Bitcoin,166768962
2022-05-31,Bitcoin,182428210
2022-06-01,Bitcoin,183185186
2022-06-02,Bitcoin,175979454
2022-06-03,Bitcoin,178756047
2022-06-04,Bitcoin,174729987
2022-06-05,Bitcoin,176678076
2022-06-06,Bitcoin,178874171
2022-06-07,Bitcoin,184141136
2022-06-08,Bitcoin,185251322
2022-06-09,Bitcoin,180655711
2022-06-10,Bitcoin,180146463
2022-06-11,Bitcoin,174386801
2022-06-12,Bitcoin,169276529
2022-06-13,Bitcoin,159832994
2022-06-14,Bitcoin,132725421
2022-06-15,Bitcoin,129292483
2022-06-16,Bitcoin,130657660
2022-06-17,Bitcoin,119700542
2022-06-18,Bitcoin,118704721
2022-06-19,Bitcoin,108868331
2022-06-20,Bitcoin,118390458
2022-06-21,Bitcoin,118472344
2022-06-22,Bitcoin,121005095
2022-06-23,Bitcoin,116683426
2022-06-24,Bitcoin,122420124
2022-06-25,Bitcoin,126016843
2022-06-26,Bitcoin,128327418
2022-06-27,Bitcoin,126403656
2022-06-28,Bitcoin,121857537
2022-06-29,Bitcoin,120208372
2022-06-30,Bitcoin,119154416
2022-07-01,Bitcoin,115627209
2022-07-02,Bitcoin,115070412
2022-07-03,Bitcoin,115341014
2022-07-04,Bitcoin,115451260
2022-07-05,Bitcoin,122581309
2022-07-06,Bitcoin,122909131
2022-07-07,Bitcoin,125692440
2022-07-08,Bitcoin,128395007
2022-07-09,Bitcoin,141612515
2022-07-10,Bitcoin,141532090
2022-07-11,Bitcoin,137564486
2022-07-12,Bitcoin,132562901
2022-07-13,Bitcoin,129893468
2022-07-14,Bitcoin,131484387
2022-07-15,Bitcoin,133632585
2022-07-16,Bitcoin,137653349
2022-07-17,Bitcoin,139522296
2022-07-18,Bitcoin,137384671
2022-07-19,Bitcoin,144697986
2022-07-20,Bitcoin,156688514
2022-07-21,Bitcoin,155189072
2022-07-22,Bitcoin,157103817
2022-07-23,Bitcoin,154195232
2022-07-24,Bitcoin,151932445
2022-07-25,Bitcoin,151544435
2022-07-26,Bitcoin,105835559
2022-07-27,Bitcoin,103395920
2022-07-28,Bitcoin,111270795
2022-07-29,Bitcoin,118102502
2022-07-30,Bitcoin,118570937
2022-07-31,Bitcoin,118518183
2022-08-01,Bitcoin,114993795
2022-08-02,Bitcoin,114405580
2022-08-03,Bitcoin,111687548
2022-08-04,Bitcoin,113118552
2022-08-05,Bitcoin,112285764
2022-08-06,Bitcoin,115039241
2022-08-07,Bitcoin,114262187
2022-08-08,Bitcoin,115633863
2022-08-09,Bitcoin,119384584
2022-08-10,Bitcoin,114692372
2022-08-11,Bitcoin,121546814
2022-08-12,Bitcoin,121744821
2022-08-13,Bitcoin,124096704
2022-08-14,Bitcoin,124898249
2022-08-15,Bitcoin,124470515
2022-08-16,Bitcoin,122670171
2022-08-17,Bitcoin,121956767
2022-08-18,Bitcoin,118532586
2022-08-19,Bitcoin,116921076
2022-08-20,Bitcoin,107559267
2022-08-21,Bitcoin,107854823
2022-08-22,Bitcoin,108449939
2022-08-23,Bitcoin,106553791
2022-08-24,Bitcoin,107078575
2022-08-25,Bitcoin,107893299
2022-08-26,Bitcoin,108561806
2022-08-27,Bitcoin,101869817
2022-08-28,Bitcoin,100853778
2022-08-29,Bitcoin,99408226
2022-08-30,Bitcoin,102411582
2022-08-31,Bitcoin,101359081
2022-09-01,Bitcoin,101352651
2022-09-02,Bitcoin,102159068
2022-09-03,Bitcoin,102302341
2022-09-04,Bitcoin,101467209
2022-09-05,Bitcoin,102464993
2022-09-06,Bitcoin,103323145
2022-09-07,Bitcoin,96975229
2022-09-08,Bitcoin,99834250
2022-09-09,Bitcoin,100265173
2022-09-10,Bitcoin,109562687
2022-09-11,Bitcoin,112229743
2022-09-12,Bitcoin,112943379
2022-09-13,Bitcoin,116103090
2022-09-14,Bitcoin,105223980
2022-09-15,Bitcoin,105777346
2022-09-16,Bitcoin,103615327
2022-09-17,Bitcoin,104904160
2022-09-18,Bitcoin,104998172
2022-09-19,Bitcoin,102188414
2022-09-20,Bitcoin,102433568
2022-09-21,Bitcoin,99546508
2022-09-22,Bitcoin,97383567
2022-09-23,Bitcoin,101825395
2022-09-24,Bitcoin,101172111
2022-09-25,Bitcoin,100549653
2022-09-26,Bitcoin,100168521
2022-09-27,Bitcoin,103084183
2022-09-28,Bitcoin,102425855
2022-09-29,Bitcoin,103799420
2022-09-30,Bitcoin,104853827
2022-10-01,Bitcoin,104581669
2022-10-02,Bitcoin,104232782
2022-10-03,Bitcoin,103313359
2022-10-04,Bitcoin,106253866
2022-10-05,Bitcoin,110049210
2022-10-06,Bitcoin,110225859
2022-10-07,Bitcoin,108479677
2022-10-08,Bitcoin,106210752
2022-10-09,Bitcoin,105607453
2022-10-10,Bitcoin,106265885
2022-10-11,Bitcoin,104170162
2022-10-12,Bitcoin,104577259
2022-10-13,Bitcoin,104772133
2022-10-14,Bitcoin,106053247
2022-10-15,Bitcoin,104846235
2022-10-16,Bitcoin,104518734
2022-10-17,Bitcoin,105062345
2022-10-18,Bitcoin,106975163
2022-10-19,Bitcoin,104463673
2022-10-20,Bitcoin,103908033
2022-10-21,Bitcoin,104418640
2022-10-22,Bitcoin,105205444
2022-10-23,Bitcoin,105941928
2022-10-24,Bitcoin,107957926
2022-10-25,Bitcoin,107288550
2022-10-26,Bitcoin,111966884
2022-10-27,Bitcoin,115850535
2022-10-28,Bitcoin,113382852
2022-10-29,Bitcoin,115369238
2022-10-30,Bitcoin,114783784
2022-10-31,Bitcoin,114374778
2022-11-01,Bitcoin,114168464
2022-11-02,Bitcoin,114392519
2022-11-03,Bitcoin,112667532
2022-11-04,Bitcoin,113122887
2022-11-05,Bitcoin,117910980
2022-11-06,Bitcoin,119158884
2022-11-07,Bitcoin,117338493
2022-11-08,Bitcoin,115883873
2022-11-09,Bitcoin,103112270
2022-11-10,Bitcoin,90186082
2022-11-11,Bitcoin,97676169
2022-11-12,Bitcoin,93953149
2022-11-13,Bitcoin,93815972
2022-11-14,Bitcoin,90606935
2022-11-15,Bitcoin,92594460
2022-11-16,Bitcoin,93207508
2022-11-17,Bitcoin,92379952
2022-11-18,Bitcoin,93372169
2022-11-19,Bitcoin,93333430
2022-11-20,Bitcoin,92714487
2022-11-21,Bitcoin,90214038
2022-11-22,Bitcoin,87271994
2022-11-23,Bitcoin,88969628
2022-11-24,Bitcoin,91368446
2022-11-25,Bitcoin,90936225
2022-11-26,Bitcoin,91464962
2022-11-27,Bitcoin,91254149
2022-11-28,Bitcoin,91565939
2022-11-29,Bitcoin,90218517
2022-11-30,Bitcoin,93104613
2022-12-01,Bitcoin,95183315
2022-12-02,Bitcoin,94228009
2022-12-03,Bitcoin,94031547
2022-12-04,Bitcoin,98193729
2022-12-05,Bitcoin,99698412
2022-12-06,Bitcoin,98826346
2022-12-07,Bitcoin,99171461
2022-12-08,Bitcoin,97829534
2022-12-09,Bitcoin,99412202
2022-12-10,Bitcoin,99044312
2022-12-11,Bitcoin,99100378
2022-12-12,Bitcoin,98350860
2022-12-13,Bitcoin,99571142
2022-12-14,Bitcoin,103740986
2022-12-15,Bitcoin,103658695
2022-12-16,Bitcoin,102008406
2022-12-17,Bitcoin,97958664
2022-12-18,Bitcoin,98337406
2022-12-19,Bitcoin,98448657
2022-12-20,Bitcoin,96668378
2022-12-21,Bitcoin,98593323
2022-12-22,Bitcoin,99027158
2022-12-23,Bitcoin,98208624
2022-12-24,Bitcoin,98278887
2022-12-25,Bitcoin,98311227
2022-12-26,Bitcoin,97856394
2022-12-27,Bitcoin,98112999
2022-12-28,Bitcoin,96678691
2022-12-29,Bitcoin,96505917
2022-12-30,Bitcoin,97142303
2022-12-31,Bitcoin,96889517
2023-01-01,Bitcoin,96503943
2023-01-02,Bitcoin,97050338
2023-01-03,Bitcoin,97974062
2023-01-04,Bitcoin,97914008
2023-01-05,Bitcoin,98980257
2023-01-06,Bitcoin,99347608
2023-01-07,Bitcoin,99829277
2023-01-08,Bitcoin,99616176
2023-01-09,Bitcoin,100858583
2023-01-10,Bitcoin,101451693
2023-01-11,Bitcoin,102981715
2023-01-12,Bitcoin,107617961
2023-01-13,Bitcoin,111335086
2023-01-14,Bitcoin,123347485
2023-01-15,Bitcoin,122127081
2023-01-16,Bitcoin,123874618
2023-01-17,Bitcoin,124078795
2023-01-18,Bitcoin,125497809
2023-01-19,Bitcoin,122631198
2023-01-20,Bitcoin,125014696
2023-01-21,Bitcoin,134292463
2023-01-22,Bitcoin,136093004
2023-01-23,Bitcoin,135556643
2023-01-24,Bitcoin,136969662
2023-01-25,Bitcoin,134982795
2023-01-26,Bitcoin,138350521
2023-01-27,Bitcoin,137002501
2023-01-28,Bitcoin,138715614
2023-01-29,Bitcoin,138843926
2023-01-30,Bitcoin,141997967
2023-01-31,Bitcoin,136881793
2023-02-01,Bitcoin,138494819
2023-02-02,Bitcoin,145241008
2023-02-03,Bitcoin,142059094
2023-02-04,Bitcoin,141269641
2023-02-05,Bitcoin,140689604
2023-02-06,Bitcoin,139658044
2023-02-07,Bitcoin,138233243
2023-02-08,Bitcoin,141266776
2023-02-09,Bitcoin,139293751
2023-02-10,Bitcoin,132457660
2023-02-11,Bitcoin,131457980
2023-02-12,Bitcoin,132372711
2023-02-13,Bitcoin,131848114
2023-02-14,Bitcoin,132484273
2023-02-15,Bitcoin,134921384
2023-02-16,Bitcoin,149957395
2023-02-17,Bitcoin,143122196
2023-02-18,Bitcoin,149973567
2023-02-19,Bitcoin,150262685
2023-02-20,Bitcoin,147650841
2023-02-21,Bitcoin,151908111
2023-02-22,Bitcoin,148625223
2023-02-23,Bitcoin,147198422
2023-02-24,Bitcoin,146163916
2023-02-25,Bitcoin,141993000
2023-02-26,Bitcoin,142012907
2023-02-27,Bitcoin,145250132
2023-02-28,Bitcoin,144160118
2023-03-01,Bitcoin,142239991
2023-03-02,Bitcoin,145461477
2023-03-03,Bitcoin,144430865
2023-03-04,Bitcoin,137015896
2023-03-05,Bitcoin,137075504
2023-03-06,Bitcoin,137419267
2023-03-07,Bitcoin,137370682
2023-03-08,Bitcoin,136619442
2023-03-09,Bitcoin,133205454
2023-03-10,Bitcoin,123355180
2023-03-11,Bitcoin,124057712
2023-03-12,Bitcoin,124811926
2023-03-13,Bitcoin,137921933
2023-03-14,Bitcoin,148342839
2023-03-15,Bitcoin,151813434
2023-03-16,Bitcoin,150034437
2023-03-17,Bitcoin,153905253
2023-03-18,Bitcoin,169183745
2023-03-19,Bitcoin,167799727
2023-03-20,Bitcoin,172754015
2023-03-21,Bitcoin,173051657
2023-03-22,Bitcoin,173913024
2023-03-23,Bitcoin,169862212
2023-03-24,Bitcoin,175309551
2023-03-25,Bitcoin,171325105
2023-03-26,Bitcoin,171278303
2023-03-27,Bitcoin,173533882
2023-03-28,Bitcoin,170612214
2023-03-29,Bitcoin,167502091
2023-03-30,Bitcoin,173989349
2023-03-31,Bitcoin,173820756
2023-04-01,Bitcoin,174744397
2023-04-02,Bitcoin,174192403
2023-04-03,Bitcoin,172411723
2023-04-04,Bitcoin,170489879
2023-04-05,Bitcoin,199231993
2023-04-06,Bitcoin,196057897
2023-04-07,Bitcoin,195892254
2023-04-08,Bitcoin,195265726
2023-04-09,Bitcoin,196546848
2023-04-10,Bitcoin,199456531
2023-04-11,Bitcoin,208553410
2023-04-12,Bitcoin,211636481
2023-04-13,Bitcoin,209708899
2023-04-14,Bitcoin,215603676
2023-04-15,Bitcoin,213145121
2023-04-16,Bitcoin,212549557
2023-04-17,Bitcoin,209351052
2023-04-18,Bitcoin,206656355
2023-04-19,Bitcoin,213969519
2023-04-20,Bitcoin,203095656
2023-04-21,Bitcoin,198039459
2023-04-22,Bitcoin,188489862
2023-04-23,Bitcoin,190306212
2023-04-24,Bitcoin,191052237
2023-04-25,Bitcoin,189228711
2023-04-26,Bitcoin,195018838
2023-04-27,Bitcoin,200955817
2023-04-28,Bitcoin,202185376
2023-04-29,Bitcoin,200895646
2023-04-30,Bitcoin,200916787
2023-05-01,Bitcoin,201379754
2023-05-02,Bitcoin,193682211
2023-05-03,Bitcoin,196669048
2023-05-04,Bitcoin,199489899
2023-05-05,Bitcoin,198644574
2023-05-06,Bitcoin,203912627
2023-05-07,Bitcoin,198401227
2023-05-08,Bitcoin,195596248
2023-05-09,Bitcoin,188649673
2023-05-10,Bitcoin,189750969
2023-05-11,Bitcoin,187571814
2023-05-12,Bitcoin,183977483
2023-05-13,Bitcoin,182410681
2023-05-14,Bitcoin,181739211
2023-05-15,Bitcoin,180603061
2023-05-16,Bitcoin,183484314
2023-05-17,Bitcoin,182057053
2023-05-18,Bitcoin,176948589
2023-05-19,Bitcoin,173542393
2023-05-20,Bitcoin,173586506
2023-05-21,Bitcoin,175538083
2023-05-22,Bitcoin,172174293
2023-05-23,Bitcoin,174858707
2023-05-24,Bitcoin,177882885
2023-05-25,Bitcoin,171908531
2023-05-26,Bitcoin,173446377
2023-05-27,Bitcoin,175244642
2023-05-28,Bitcoin,177629632
2023-05-29,Bitcoin,185645397
2023-05-30,Bitcoin,181840135
2023-05-31,Bitcoin,182392024
2023-06-01,Bitcoin,177763427
2023-06-02,Bitcoin,175003566
2023-06-03,Bitcoin,178512474
2023-06-04,Bitcoin,177713866
2023-06-05,Bitcoin,178163035
2023-06-06,Bitcoin,169146184
2023-06-07,Bitcoin,179393314
2023-06-08,Bitcoin,173649794
2023-06-09,Bitcoin,173982619
2023-06-10,Bitcoin,174459957
2023-06-11,Bitcoin,168768563
2023-06-12,Bitcoin,169669393
2023-06-13,Bitcoin,169130613
2023-06-14,Bitcoin,170268655
2023-06-15,Bitcoin,163992102
2023-06-16,Bitcoin,165835910
2023-06-17,Bitcoin,171102234
2023-06-18,Bitcoin,171646447
2023-06-19,Bitcoin,171679761
2023-06-20,Bitcoin,175390504
2023-06-21,Bitcoin,185376686
2023-06-22,Bitcoin,197371660
2023-06-23,Bitcoin,196014300
2023-06-24,Bitcoin,200227460
2023-06-25,Bitcoin,200202947
2023-06-26,Bitcoin,200068884
2023-06-27,Bitcoin,198924366
2023-06-28,Bitcoin,200223120
2023-06-29,Bitcoin,197126546
2023-06-30,Bitcoin,199234699
2023-07-01,Bitcoin,199839817
2023-07-02,Bitcoin,206281261
2023-07-03,Bitcoin,201256050
2023-07-04,Bitcoin,204767333
2023-07-05,Bitcoin,201228361
2023-07-06,Bitcoin,199179984
2023-07-07,Bitcoin,196695575
2023-07-08,Bitcoin,198926148
2023-07-09,Bitcoin,198554646
2023-07-10,Bitcoin,197737990
2023-07-11,Bitcoin,183019129
2023-07-12,Bitcoin,182350426
2023-07-13,Bitcoin,181149701
2023-07-14,Bitcoin,187607834
2023-07-15,Bitcoin,181545197
2023-07-16,Bitcoin,181285555
2023-07-17,Bitcoin,181092664
2023-07-18,Bitcoin,182077128
2023-07-19,Bitcoin,181446338
2023-07-20,Bitcoin,182162138
2023-07-21,Bitcoin,181365243
2023-07-22,Bitcoin,181105770
2023-07-23,Bitcoin,179999869
2023-07-24,Bitcoin,181557613
2023-07-25,Bitcoin,176583898
2023-07-26,Bitcoin,168871904
2023-07-27,Bitcoin,169624345
2023-07-28,Bitcoin,169178306
2023-07-29,Bitcoin,169903621
2023-07-30,Bitcoin,170108666
2023-07-31,Bitcoin,171163315
2023-08-01,Bitcoin,170302057
2023-08-02,Bitcoin,172916157
2023-08-03,Bitcoin,168857711
2023-08-04,Bitcoin,168831550
2023-08-05,Bitcoin,168677774
2023-08-06,Bitcoin,168995783
2023-08-07,Bitcoin,168680604
2023-08-08,Bitcoin,169577746
2023-08-09,Bitcoin,172776538
2023-08-10,Bitcoin,172001748
2023-08-11,Bitcoin,172132490
2023-08-12,Bitcoin,172539481
2023-08-13,Bitcoin,173599279
2023-08-14,Bitcoin,174138869
2023-08-15,Bitcoin,175138123
2023-08-16,Bitcoin,175289503
2023-08-17,Bitcoin,169614014
2023-08-18,Bitcoin,159512039
2023-08-19,Bitcoin,156475895
2023-08-20,Bitcoin,158097014
2023-08-21,Bitcoin,156834291
2023-08-22,Bitcoin,157557467
2023-08-23,Bitcoin,156568373
2023-08-24,Bitcoin,158360119
2023-08-25,Bitcoin,156459322
2023-08-26,Bitcoin,156507045
2023-08-27,Bitcoin,156732591
2023-08-28,Bitcoin,157594791
2023-08-29,Bitcoin,154445445
2023-08-30,Bitcoin,165074919
2023-08-31,Bitcoin,162628590
2023-09-01,Bitcoin,155759441
2023-09-02,Bitcoin,154940226
2023-09-03,Bitcoin,154597032
2023-09-04,Bitcoin,154288128
2023-09-05,Bitcoin,153905092
2023-09-06,Bitcoin,154547987
2023-09-07,Bitcoin,155321967
2023-09-08,Bitcoin,158436113
2023-09-09,Bitcoin,155237521
2023-09-10,Bitcoin,155263730
2023-09-11,Bitcoin,155263579
2023-09-12,Bitcoin,150895929
2023-09-13,Bitcoin,155740545
2023-09-14,Bitcoin,157745193
2023-09-15,Bitcoin,160049647
2023-09-16,Bitcoin,161434171
2023-09-17,Bitcoin,160804412
2023-09-18,Bitcoin,159603012
2023-09-19,Bitcoin,161179316
2023-09-20,Bitcoin,164592618
2023-09-21,Bitcoin,163932238
2023-09-22,Bitcoin,161327850
2023-09-23,Bitcoin,161066238
2023-09-24,Bitcoin,161061907
2023-09-25,Bitcoin,154684476
2023-09-26,Bitcoin,153647778
2023-09-27,Bitcoin,148104639
2023-09-28,Bitcoin,147845450
2023-09-29,Bitcoin,153470248
2023-09-30,Bitcoin,153421370
2023-10-01,Bitcoin,152966725
2023-10-02,Bitcoin,159918484
2023-10-03,Bitcoin,166990494
2023-10-04,Bitcoin,171252648
2023-10-05,Bitcoin,182106307
2023-10-06,Bitcoin,182800893
2023-10-07,Bitcoin,182853732
2023-10-08,Bitcoin,183432990
2023-10-09,Bitcoin,183173663
2023-10-10,Bitcoin,180331493
2023-10-11,Bitcoin,175612364
2023-10-12,Bitcoin,174114814
2023-10-13,Bitcoin,174269396
2023-10-14,Bitcoin,176296094
2023-10-15,Bitcoin,176363924
2023-10-16,Bitcoin,179410595
2023-10-17,Bitcoin,187145146
2023-10-18,Bitcoin,188148711
2023-10-19,Bitcoin,187832308
2023-10-20,Bitcoin,189739761
2023-10-21,Bitcoin,197169599
2023-10-22,Bitcoin,197827578
2023-10-23,Bitcoin,197967774
2023-10-24,Bitcoin,219385576
2023-10-25,Bitcoin,221185391
2023-10-26,Bitcoin,225912196
2023-10-27,Bitcoin,224522139
2023-10-28,Bitcoin,224783293
2023-10-29,Bitcoin,225868690
2023-10-30,Bitcoin,228331064
2023-10-31,Bitcoin,235560739
2023-11-01,Bitcoin,232041828
2023-11-02,Bitcoin,238537069
2023-11-03,Bitcoin,233407914
2023-11-04,Bitcoin,236693591
2023-11-05,Bitcoin,238563357
2023-11-06,Bitcoin,238043481
2023-11-07,Bitcoin,238982047
2023-11-08,Bitcoin,241388984
2023-11-09,Bitcoin,241076391
2023-11-10,Bitcoin,249515732
2023-11-11,Bitcoin,254005230
2023-11-12,Bitcoin,255452036
2023-11-13,Bitcoin,258978063
2023-11-14,Bitcoin,258682823
