date,asset,coinmetrics_asset,AdrActCnt,CapMrktCurUSD,SplyCur,TxCnt
2021-06-18,BTC,btc,825241.0,669221924126.847,18738200.0429314,224077.0
2021-06-18,ETH,eth,575623.0,259163370250.25247,116500155.31308654,1170182.0
2021-06-18,USDC,usdc,34535.0,24303773623.61823,24299467475.456043,359043.0
2021-06-18,USDT,usdt,358461.0,64467654451.64178,64438885596.29984,945014.0
2021-06-19,BTC,btc,688095.0,666277887602.3289,18738843.7929314,182467.0
2021-06-19,ETH,eth,577194.0,253390754860.92688,116514637.06141576,1050189.0
2021-06-19,USDC,usdc,26607.0,24447428829.586773,24454445962.675243,332036.0
2021-06-19,USDT,usdt,292078.0,64454066772.564766,64438885596.29984,774480.0
2021-06-20,BTC,btc,652470.0,667125112359.2637,18739500.0429314,168027.0
2021-06-20,ETH,eth,640273.0,261335606239.54117,116529123.24793904,1057288.0
2021-06-20,USDC,usdc,26829.0,24519538823.757244,24522061213.295242,350125.0
2021-06-20,USDT,usdt,294100.0,64429597508.651794,64438885596.29984,780088.0
2021-06-21,BTC,btc,835557.0,594347052677.048,18740156.2929314,208474.0
2021-06-21,ETH,eth,642471.0,221478198093.15665,116543361.82754622,1209567.0
2021-06-21,USDC,usdc,34570.0,25094985257.714497,25090360782.095245,455843.0
2021-06-21,USDT,usdt,379509.0,64426064630.742874,64438885596.29984,1025510.0
2021-06-22,BTC,btc,776432.0,607097459293.3572,18740725.0429314,196802.0
2021-06-22,ETH,eth,664525.0,217686296797.16077,116557893.96754238,1297644.0
2021-06-22,USDC,usdc,39053.0,25230527084.81613,25224340560.345245,530046.0
2021-06-22,USDT,usdt,425209.0,64458219973.60892,64438885596.29984,1164239.0
2021-06-23,BTC,btc,847730.0,629906295954.398,18741356.2929314,233460.0
2021-06-23,ETH,eth,627659.0,228727785443.85547,116572353.40221529,1201974.0
2021-06-23,USDC,usdc,32620.0,25522569755.53832,25521666516.605244,418521.0
2021-06-23,USDT,usdt,318992.0,64451056486.10893,64438885596.29984,898964.0
2021-06-24,BTC,btc,843836.0,649578904366.7177,18742012.5429314,226845.0
2021-06-24,ETH,eth,655167.0,231618827240.60464,116586731.84694088,1207012.0
2021-06-24,USDC,usdc,31045.0,25623351413.76802,25629412584.355244,347103.0
2021-06-24,USDT,usdt,338125.0,64440550838.71132,64438885596.29984,855759.0
2021-06-25,BTC,btc,880813.0,593834396795.6212,18742700.0429314,223011.0
2021-06-25,ETH,eth,630078.0,211962715229.16257,116600966.56847271,1227331.0
2021-06-25,USDC,usdc,29279.0,25795796188.076134,25795873195.755245,406998.0
2021-06-25,USDT,usdt,334575.0,64440845803.84961,64438885596.29984,943677.0
2021-06-26,BTC,btc,715801.0,597735121992.122,18743256.2929314,180868.0
2021-06-26,ETH,eth,681695.0,210138253215.55353,116615438.33765444,1150460.0
2021-06-26,USDC,usdc,27324.0,25870424416.851814,25853640817.645245,417375.0
2021-06-26,USDT,usdt,304659.0,64437091815.07131,64438885596.29984,826175.0
2021-06-27,BTC,btc,518219.0,646776516888.432,18743618.7929314,123967.0
2021-06-27,ETH,eth,707381.0,229122056912.11487,116629931.54232208,1104703.0
2021-06-27,USDC,usdc,23780.0,25978805002.087605,25969724547.345245,416357.0
2021-06-27,USDT,usdt,270166.0,64450500601.85918,64438885596.29984,734623.0
2021-06-28,BTC,btc,776365.0,644353080432.3312,18744168.7929314,215492.0
2021-06-28,ETH,eth,819820.0,242536413262.3601,116644515.1039678,1404100.0
2021-06-28,USDC,usdc,29165.0,25394050257.898495,25395143642.725243,380596.0
2021-06-28,USDT,usdt,313351.0,64450942936.58236,64438885596.29984,824858.0
2021-06-29,BTC,btc,792995.0,673569017034.0326,18744731.2929314,207236.0
2021-06-29,ETH,eth,675964.0,253148736651.3454,116658929.08032714,1264320.0
2021-06-29,USDC,usdc,37425.0,25343286538.408894,25351861304.065243,401553.0
2021-06-29,USDT,usdt,342044.0,64444529553.86608,64438885596.29984,862790.0
2021-06-30,BTC,btc,790273.0,657312026712.5096,18745281.2929314,217133.0
2021-06-30,ETH,eth,624034.0,265113480439.28055,116673454.45827474,1212214.0
2021-06-30,USDC,usdc,29174.0,25229612420.99607,25229531097.165245,395944.0
2021-06-30,USDT,usdt,340182.0,64452218419.77248,64438885596.29984,843091.0
2021-07-01,BTC,btc,817115.0,628082261641.4985,18745881.2929314,232056.0
2021-07-01,ETH,eth,614828.0,246742819216.4171,116687763.04057224,1211710.0
2021-07-01,USDC,usdc,26743.0,25347337703.340183,25338410465.775246,350800.0
2021-07-01,USDT,usdt,395256.0,64448775289.300735,64438885596.29984,998930.0
2021-07-02,BTC,btc,809016.0,633310097345.0289,18746443.7929314,189904.0
2021-07-02,ETH,eth,629288.0,250909823734.99933,116702258.53977641,1181574.0
2021-07-02,USDC,usdc,28151.0,25542650251.676727,25545686990.695244,335820.0
2021-07-02,USDT,usdt,359566.0,64445996884.91301,64438885596.29984,909276.0
2021-07-03,BTC,btc,1027108.0,648433656983.6083,18747237.5429314,234315.0
2021-07-03,ETH,eth,654247.0,258632841276.4638,116716667.7245416,1122543.0
2021-07-03,USDC,usdc,25047.0,25585025194.518044,25586759619.955242,289870.0
2021-07-03,USDT,usdt,292501.0,64455779421.45842,64436885596.29984,707502.0
2021-07-04,BTC,btc,843475.0,662845391401.1702,18747956.2929314,169312.0
2021-07-04,ETH,eth,653685.0,271507121938.9128,116731191.96089154,1105343.0
2021-07-04,USDC,usdc,51913.0,25593904730.278625,25596087924.195244,297399.0
2021-07-04,USDT,usdt,301995.0,64443230727.599075,64436885596.29984,713823.0
2021-07-05,BTC,btc,902032.0,635804056014.2148,18748781.2929314,223372.0
2021-07-05,ETH,eth,618615.0,259015725479.84265,116745686.3753758,1147895.0
2021-07-05,USDC,usdc,53104.0,25596086809.80323,25601851684.125244,349893.0
2021-07-05,USDT,usdt,343988.0,64447084735.49562,64436885596.29984,800449.0
2021-07-06,BTC,btc,853332.0,639813352297.7609,18749668.7929314,232857.0
2021-07-06,ETH,eth,582960.0,270662641523.6385,116760221.19986784,1355421.0
2021-07-06,USDC,usdc,70832.0,25755346757.486465,25753292219.595245,372915.0
2021-07-06,USDT,usdt,447403.0,64442157181.29986,64436885596.29984,974376.0
2021-07-07,BTC,btc,811614.0,636232696006.573,18750437.5429314,220912.0
2021-07-07,ETH,eth,588423.0,270576226190.3131,116774681.64956592,1290979.0
2021-07-07,USDC,usdc,58305.0,25866152026.037758,25865869752.065243,340692.0
2021-07-07,USDT,usdt,392869.0,64453178713.26455,64436885596.29984,912676.0
2021-07-08,BTC,btc,802085.0,615411488299.4403,18751306.2929314,228850.0
2021-07-08,ETH,eth,588538.0,247467522266.4052,116789221.14830408,1262627.0
2021-07-08,USDC,usdc,63432.0,26010706338.11165,26005634832.655125,369080.0
2021-07-08,USDT,usdt,346996.0,64437517725.53692,64436885596.29984,881161.0
2021-07-09,BTC,btc,818441.0,635976090720.0261,18752125.0429314,223467.0
2021-07-09,ETH,eth,593720.0,251568607064.88016,116803637.54422776,1223691.0
2021-07-09,USDC,usdc,60888.0,26155504677.979137,26155376827.575123,333973.0
2021-07-09,USDT,usdt,350614.0,64428759769.84893,64436885596.29984,902128.0
2021-07-10,BTC,btc,726034.0,630310480192.5748,18753131.2929314,193966.0
2021-07-10,ETH,eth,544549.0,247311563995.4488,116818182.07613836,1139265.0
2021-07-10,USDC,usdc,49236.0,26171415514.867542,26163712357.525124,303004.0
2021-07-10,USDT,usdt,304745.0,64439430341.351746,64436885596.29984,761204.0
2021-07-11,BTC,btc,690684.0,642479813682.0225,18753912.5429314,160653.0
2021-07-11,ETH,eth,578124.0,250044331347.50507,116832614.90643746,1101766.0
2021-07-11,USDC,usdc,30261.0,26183353651.61033,26182717881.225124,276114.0
2021-07-11,USDT,usdt,284425.0,64437461799.89401,64436885596.29984,716205.0
2021-07-12,BTC,btc,838472.0,621441410376.5197,18754700.04292919,225239.0
2021-07-12,ETH,eth,551183.0,237553540113.68024,116846964.44991772,1191465.0
2021-07-12,USDC,usdc,61482.0,26464333217.666313,26463732613.785126,309866.0
2021-07-12,USDT,usdt,321285.0,64436665283.16091,64436885596.29984,786467.0
2021-07-13,BTC,btc,807050.0,612218213636.9441,18755550.04292919,227411.0
2021-07-13,ETH,eth,564378.0,226668781430.43225,116861247.20790808,1183412.0
2021-07-13,USDC,usdc,58975.0,26578727096.9005,26572979624.275124,336533.0
2021-07-13,USDT,usdt,296921.0,64436981178.30754,64436885596.29984,761345.0
2021-07-14,BTC,btc,817900.0,615184714795.5363,18756612.54292919,235584.0
2021-07-14,ETH,eth,588607.0,232868067134.8004,116875705.389436,1223130.0
2021-07-14,USDC,usdc,35240.0,26773614792.27084,26771451372.575123,331435.0
2021-07-14,USDT,usdt,303557.0,64446788614.03712,64436885596.29984,799102.0
2021-07-15,BTC,btc,828844.0,594754222803.969,18757412.54292917,224713.0
2021-07-15,ETH,eth,602431.0,223596325948.16748,116890234.65779744,1259972.0
2021-07-15,USDC,usdc,27970.0,26442507070.986423,26439750203.405125,324458.0
2021-07-15,USDT,usdt,305300.0,64430953712.109184,64436885596.29984,787846.0
2021-07-16,BTC,btc,764392.0,590057361252.4622,18758350.04292917,223179.0
2021-07-16,ETH,eth,568019.0,219559408476.26547,116904595.85600552,1199018.0
2021-07-16,USDC,usdc,28410.0,26540121299.024654,26530860772.205124,310680.0
2021-07-16,USDT,usdt,349971.0,64451715018.7362,64436885596.29984,875473.0
2021-07-17,BTC,btc,640355.0,591815707709.5931,18759243.79292917,181727.0
2021-07-17,ETH,eth,546153.0,221791231542.43527,116918920.59426951,1164624.0
2021-07-17,USDC,usdc,23503.0,26674312672.42196,26669854410.945126,285113.0
2021-07-17,USDT,usdt,267969.0,64453036997.30841,64436885596.29984,684768.0
2021-07-18,BTC,btc,651828.0,594841083620.5983,18760143.79292917,163158.0
2021-07-18,ETH,eth,533205.0,221318343722.37848,116933342.17758258,1168843.0
2021-07-18,USDC,usdc,20116.0,26736314804.074787,26732389594.215122,271205.0
2021-07-18,USDT,usdt,270578.0,64449318594.60615,64436885596.29984,668859.0
2021-07-19,BTC,btc,845474.0,579411146950.4635,18761206.29292917,228590.0
2021-07-19,ETH,eth,581805.0,213103316946.52087,116947788.48572627,1195218.0
2021-07-19,USDC,usdc,28922.0,26752505417.071117,26747092518.865112,312187.0
2021-07-19,USDT,usdt,307557.0,64437143193.201035,64436885596.29984,759906.0
2021-07-20,BTC,btc,822257.0,558481103180.4249,18761968.79292917,228207.0
2021-07-20,ETH,eth,586375.0,208816452231.7488,116962124.48972888,1192750.0
2021-07-20,USDC,usdc,33361.0,26867380482.898613,26864815702.21512,326429.0
2021-07-20,USDT,usdt,309746.0,64443007348.224174,64436885596.29984,772493.0
2021-07-21,BTC,btc,815589.0,602657114950.0178,18762875.04292917,237007.0
2021-07-21,ETH,eth,600059.0,232256221737.06393,116976657.45651492,1195171.0
2021-07-21,USDC,usdc,31173.0,26966874424.70765,26965030238.98512,327113.0
2021-07-21,USDT,usdt,325537.0,64441373544.41152,64436885596.29984,779131.0
2021-07-22,BTC,btc,780869.0,606202373832.865,18763831.29292371,223683.0
2021-07-22,ETH,eth,590183.0,236429941777.51172,116991109.15237498,1202844.0
2021-07-22,USDC,usdc,27744.0,27024498500.88003,27027191945.72412,300602.0
2021-07-22,USDT,usdt,282048.0,64440322584.490135,64436885596.29984,739285.0
2021-07-23,BTC,btc,803246.0,627483146930.4396,18764675.04290733,234138.0
2021-07-23,ETH,eth,612742.0,247199327175.88943,117005454.70649765,1203397.0
2021-07-23,USDC,usdc,26825.0,27096448741.910625,27095379634.98412,284908.0
2021-07-23,USDT,usdt,294765.0,64460143719.35062,64436855765.15699,760720.0
2021-07-24,BTC,btc,712132.0,641163936367.4471,18765637.54290733,196325.0
2021-07-24,ETH,eth,627527.0,255026165930.39587,117020018.86075331,1225509.0
2021-07-24,USDC,usdc,25152.0,27115737068.762836,27103956565.66412,278685.0
2021-07-24,USDT,usdt,297680.0,64479273760.778046,64436855765.15699,718033.0
2021-07-25,BTC,btc,641796.0,659081599893.7745,18766593.79290733,172110.0
2021-07-25,ETH,eth,566614.0,256006429055.66943,117034456.38313147,1128848.0
2021-07-25,USDC,usdc,21567.0,27155921074.13639,27152065638.09412,276410.0
2021-07-25,USDT,usdt,352182.0,64482254411.06048,64436855765.15699,776431.0
2021-07-26,BTC,btc,958347.0,702746127516.1979,18767531.29289095,269826.0
2021-07-26,ETH,eth,651897.0,262324968301.82965,117048786.70318076,1260619.0
2021-07-26,USDC,usdc,34650.0,27224174908.484673,27237725837.62412,377020.0
2021-07-26,USDT,usdt,378454.0,64456705274.247734,64436855765.15699,958661.0
2021-07-27,BTC,btc,903400.0,734350141187.4904,18768593.79284727,251334.0
2021-07-27,ETH,eth,731645.0,267632857072.80353,117063018.9592832,1318124.0
2021-07-27,USDC,usdc,33265.0,27301873497.16283,27292123104.78412,332132.0
2021-07-27,USDT,usdt,349383.0,64456034259.81626,64436855765.15699,849333.0
2021-07-28,BTC,btc,868607.0,749641699745.6102,18769575.04284727,255513.0
2021-07-28,ETH,eth,691120.0,268930143892.36816,117077263.4655951,1300283.0
2021-07-28,USDC,usdc,30824.0,27385881114.49604,27386632688.29412,337049.0
2021-07-28,USDT,usdt,337279.0,64452843449.154686,64436855765.15699,852229.0
2021-07-29,BTC,btc,880689.0,752440356957.7416,18770575.04284181,261353.0
2021-07-29,ETH,eth,628698.0,279199513887.51984,117091581.46835506,1259128.0
2021-07-29,USDC,usdc,29139.0,27325374747.79288,27325441152.83412,315330.0
2021-07-29,USDT,usdt,352420.0,64451393789.37148,64436855765.15699,854565.0
2021-07-30,BTC,btc,841162.0,784459439060.8488,18771612.54282543,250833.0
2021-07-30,ETH,eth,625795.0,287061940958.2851,117105795.34266844,1242337.0
2021-07-30,USDC,usdc,30296.0,27401650473.140736,27399939466.63412,347198.0
2021-07-30,USDT,usdt,444544.0,64471951820.24522,64436855765.15699,1025006.0
2021-07-31,BTC,btc,720022.0,784569163457.408,18772600.04282543,204354.0
2021-07-31,ETH,eth,615234.0,297997364391.88495,117120047.30594236,1212322.0
2021-07-31,USDC,usdc,29698.0,27417996097.804123,27423818617.81412,320646.0
2021-07-31,USDT,usdt,337122.0,64577192771.931854,64536855766.04499,824473.0
2021-08-01,BTC,btc,695892.0,750359938437.9125,18773562.54282542,190234.0
2021-08-01,ETH,eth,609619.0,300301563867.27374,117134285.50042568,1190618.0
2021-08-01,USDC,usdc,25092.0,27455458303.16367,27459322143.13412,326362.0
2021-08-01,USDT,usdt,326505.0,64559240172.67167,64536855766.04499,822879.0
2021-08-02,BTC,btc,899861.0,737914727506.0829,18774456.29282542,236019.0
2021-08-02,ETH,eth,647157.0,306817250236.9337,117148700.72877868,1269470.0
2021-08-02,USDC,usdc,31199.0,27475006443.374638,27463699012.65412,348245.0
2021-08-02,USDT,usdt,397043.0,64546922082.23062,64536855766.04499,944820.0
2021-08-03,BTC,btc,820918.0,718892321501.2462,18775512.5428145,246833.0
2021-08-03,ETH,eth,597708.0,294420747945.8123,117163021.34219348,1219663.0
2021-08-03,USDC,usdc,30239.0,27510355369.59197,27507888006.354095,349534.0
2021-08-03,USDT,usdt,493486.0,64535428260.58428,64536855766.04499,1057994.0
2021-08-04,BTC,btc,842870.0,746809379233.0635,18776362.5428145,237723.0
2021-08-04,ETH,eth,605814.0,319652053694.4101,117177330.52634244,1223841.0
2021-08-04,USDC,usdc,34010.0,27582751712.14122,27596279190.764095,316940.0
2021-08-04,USDT,usdt,416471.0,64535545075.68786,64536855766.04499,931045.0
2021-08-05,BTC,btc,854629.0,768776213304.4016,18777362.54279812,249454.0
2021-08-05,ETH,eth,527820.0,331120625715.1732,117188634.89946702,1159663.0
2021-08-05,USDC,usdc,26878.0,27674384889.247063,27678190477.394096,313619.0
2021-08-05,USDT,usdt,380418.0,63564116596.9041,63535965039.9242,925548.0
2021-08-06,BTC,btc,894265.0,803532575810.0215,18778356.29279812,258639.0
2021-08-06,ETH,eth,528548.0,338474970296.6238,117199084.34708558,1212021.0
2021-08-06,USDC,usdc,30631.0,27620132946.290108,27618652911.183098,328333.0
2021-08-06,USDT,usdt,438637.0,63554695338.44326,63535965039.9242,1033142.0
2021-08-07,BTC,btc,724467.0,835399743972.484,18779400.04279812,207621.0
2021-08-07,ETH,eth,515004.0,368434278847.32654,117209578.08728096,1198433.0
2021-08-07,USDC,usdc,28223.0,27708396049.654808,27688531292.943096,358375.0
2021-08-07,USDT,usdt,406445.0,63591129779.515495,63535965039.9242,989708.0
2021-08-08,BTC,btc,740945.0,825816854268.8342,18780387.54279812,197270.0
2021-08-08,ETH,eth,528091.0,354865825056.6812,117220027.38546357,1184278.0
2021-08-08,USDC,usdc,27312.0,27766834318.553616,27767443466.433098,323197.0
2021-08-08,USDT,usdt,357372.0,64577751643.52713,64535965039.9242,874776.0
2021-08-09,BTC,btc,934412.0,868930647608.3951,18781337.54278174,254532.0
2021-08-09,ETH,eth,515125.0,370245331176.7727,117230453.08235112,1218594.0
2021-08-09,USDC,usdc,30040.0,27852535003.21896,27843858484.133095,331098.0
2021-08-09,USDT,usdt,425009.0,64538345025.22961,64535965039.9242,1001438.0
2021-08-10,BTC,btc,875882.0,854387253428.6327,18782368.79278174,259626.0
2021-08-10,ETH,eth,521466.0,368335120580.3573,117239815.15470172,1212289.0
2021-08-10,USDC,usdc,29595.0,27953608939.528362,27960057661.853065,378419.0
2021-08-10,USDT,usdt,416095.0,64552358570.620384,64535965039.9242,977395.0
2021-08-11,BTC,btc,866724.0,857951571939.9672,18783287.54277628,261571.0
2021-08-11,ETH,eth,524067.0,371510944633.9413,117249032.40598968,1234409.0
2021-08-11,USDC,usdc,32118.0,27907051526.406895,27912554309.253063,392327.0
2021-08-11,USDT,usdt,454688.0,64567883374.05367,64535965039.9242,1045344.0
2021-08-12,BTC,btc,842547.0,834127847703.9298,18784231.29277628,252677.0
2021-08-12,ETH,eth,527452.0,356239367015.8738,117258773.03591564,1195283.0
2021-08-12,USDC,usdc,34750.0,27827030888.295597,27825917285.793076,387251.0
2021-08-12,USDT,usdt,436102.0,64564154319.2792,64535965039.9242,993197.0
2021-08-13,BTC,btc,917929.0,896378630903.7489,18785118.79277628,256053.0
2021-08-13,ETH,eth,522902.0,388919007596.465,117268649.78844573,1197050.0
2021-08-13,USDC,usdc,30230.0,27818775007.964897,27819128166.003075,368529.0
2021-08-13,USDT,usdt,456072.0,64560767444.67653,64535965039.9242,957960.0
2021-08-14,BTC,btc,724702.0,885282092633.6992,18786143.79277628,211657.0
2021-08-14,ETH,eth,500097.0,383381125747.9592,117279101.70056888,1159942.0
2021-08-14,USDC,usdc,26452.0,27823768046.30395,27820826790.953075,320466.0
2021-08-14,USDT,usdt,441457.0,64582294394.60482,64535965039.9242,942140.0
2021-08-15,BTC,btc,750378.0,884399444211.284,18787281.29277628,181221.0
2021-08-15,ETH,eth,490025.0,388309546924.6942,117288287.67543928,1125295.0
2021-08-15,USDC,usdc,24773.0,27827609378.12801,27829293274.523075,331047.0
2021-08-15,USDT,usdt,445762.0,65587687126.652115,65535965039.9242,916063.0
2021-08-16,BTC,btc,978773.0,863974140187.8444,18788287.54277082,270372.0
2021-08-16,ETH,eth,542706.0,370401146304.34344,117298187.10896938,1253968.0
2021-08-16,USDC,usdc,32202.0,27726720113.732346,27725926993.893078,506485.0
2021-08-16,USDT,usdt,468779.0,65552960725.72643,65535965039.9242,1138835.0
2021-08-17,BTC,btc,953226.0,840149375514.8033,18789362.54277082,254546.0
2021-08-17,ETH,eth,530631.0,354338959205.5842,117308585.75165132,1252163.0
2021-08-17,USDC,usdc,31280.0,27756627106.18682,27756291263.333076,564745.0
2021-08-17,USDT,usdt,403637.0,65534144549.63641,65535965039.9242,1043494.0
2021-08-18,BTC,btc,876483.0,844701768564.8572,18790206.29276536,247197.0
2021-08-18,ETH,eth,513849.0,356805254344.3853,117319205.92061593,1201544.0
2021-08-18,USDC,usdc,31674.0,27748497006.139954,27745786643.323074,568391.0
2021-08-18,USDT,usdt,384324.0,65555446572.67604,65535965039.9242,1025649.0
2021-08-19,BTC,btc,888796.0,876549048192.0912,18791168.79275444,254656.0
2021-08-19,ETH,eth,563048.0,372403736729.01825,117330511.27127938,1255453.0
2021-08-19,USDC,usdc,37020.0,27532473963.44406,27529101748.283077,479564.0
2021-08-19,USDT,usdt,396733.0,65635357399.85007,65635965040.8122,1056122.0
2021-08-20,BTC,btc,984372.0,925342094183.7301,18792168.79275444,272396.0
2021-08-20,ETH,eth,562206.0,384671481681.8197,117341615.69191097,1260054.0
2021-08-20,USDC,usdc,33189.0,27215186974.237423,27211564771.303078,431931.0
2021-08-20,USDT,usdt,461471.0,66665241986.29681,66635965040.8122,1123934.0
2021-08-21,BTC,btc,787645.0,922188388144.0303,18793231.29275444,216018.0
2021-08-21,ETH,eth,529226.0,379602959059.7695,117353110.00722732,1186758.0
2021-08-21,USDC,usdc,27459.0,27166514754.259407,27159117262.743076,387032.0
2021-08-21,USDT,usdt,385442.0,66687535280.12778,66635965040.8122,948422.0
2021-08-22,BTC,btc,715639.0,927746814154.6776,18794256.29275444,191939.0
2021-08-22,ETH,eth,512238.0,380953369343.33887,117364716.9406598,1183893.0
2021-08-22,USDC,usdc,27749.0,27148972886.04791,27147764500.363075,373520.0
2021-08-22,USDT,usdt,408276.0,66685457063.665436,66635965040.8122,955400.0
2021-08-23,BTC,btc,973417.0,932084698996.0748,18795487.54263694,271010.0
2021-08-23,ETH,eth,538781.0,389990873411.189,117373873.08038989,1245624.0
2021-08-23,USDC,usdc,30763.0,27107011234.237377,27106204306.803078,384453.0
2021-08-23,USDT,usdt,455229.0,67653733415.98814,67635965040.8122,1104853.0
2021-08-24,BTC,btc,945668.0,900836074831.8279,18796450.04263148,263660.0
2021-08-24,ETH,eth,521033.0,373696458363.92505,117381389.35814716,1247051.0
2021-08-24,USDC,usdc,30705.0,27153379455.741516,27157774032.213078,439945.0
2021-08-24,USDT,usdt,426287.0,67654082071.284454,67635965040.8122,1060107.0
2021-08-25,BTC,btc,867743.0,921118598353.728,18797450.04262602,264966.0
2021-08-25,ETH,eth,499356.0,379009871177.87854,117387644.67040502,1184780.0
2021-08-25,USDC,usdc,27773.0,27227578702.583244,27224883238.683075,399272.0
2021-08-25,USDT,usdt,422882.0,67614351038.055435,67600786077.04608,1031282.0
2021-08-26,BTC,btc,818959.0,887101213688.728,18798362.54260418,254481.0
2021-08-26,ETH,eth,498865.0,366339411040.35297,117394032.48365039,1175063.0
2021-08-26,USDC,usdc,27110.0,27155434985.76156,27168085017.803085,416822.0
2021-08-26,USDT,usdt,393365.0,67617296292.63685,67599203217.19983,998867.0
2021-08-27,BTC,btc,864176.0,922075783019.9613,18799275.04259326,260937.0
2021-08-27,ETH,eth,484937.0,383891365383.6621,117397500.8013729,1119072.0
2021-08-27,USDC,usdc,25702.0,27304559485.901463,27304909783.654713,360901.0
2021-08-27,USDT,usdt,424685.0,67642518463.51598,67599203217.19983,982802.0
2021-08-28,BTC,btc,726381.0,918434048710.2448,18800156.29259326,212867.0
2021-08-28,ETH,eth,507968.0,380703752659.5512,117404344.95443895,1131721.0
2021-08-28,USDC,usdc,24404.0,27287360807.530376,27285682980.404713,398225.0
2021-08-28,USDT,usdt,366457.0,67642592779.17999,67599203217.19983,892928.0
2021-08-29,BTC,btc,685753.0,920284316512.38,18801131.29259326,196139.0
2021-08-29,ETH,eth,492972.0,379343810431.96533,117410658.35267654,1147150.0
2021-08-29,USDC,usdc,22951.0,27341238243.902966,27343852360.11471,377464.0
2021-08-29,USDT,usdt,374246.0,67644115203.31644,67599203217.19983,907895.0
2021-08-30,BTC,btc,910173.0,886057523557.1654,18801975.04259326,249956.0
2021-08-30,ETH,eth,518590.0,380232814778.8971,117415226.24433845,1198993.0
2021-08-30,USDC,usdc,31146.0,27432843234.294857,27433082200.00471,477793.0
2021-08-30,USDT,usdt,415992.0,67626701237.67809,67599203217.19983,1074019.0
2021-08-31,BTC,btc,930055.0,887857550977.5144,18802875.04259326,273720.0
2021-08-31,ETH,eth,552051.0,402975688992.04584,117418946.32042688,1206314.0
2021-08-31,USDC,usdc,32000.0,27432968314.02317,27430764708.16471,517965.0
2021-08-31,USDT,usdt,431915.0,67618405578.82476,67599203217.19983,1067443.0
2021-09-01,BTC,btc,954959.0,915526177256.0946,18803731.2925878,277500.0
2021-09-01,ETH,eth,557664.0,445479541762.75415,117422124.63838723,1225104.0
2021-09-01,USDC,usdc,33047.0,27473270519.426357,27469819813.904713,516740.0
2021-09-01,USDT,usdt,438153.0,67624945041.19496,67599203217.19983,1072848.0
2021-09-02,BTC,btc,1026339.0,928378409762.7802,18804662.5425878,293611.0
2021-09-02,ETH,eth,567054.0,445272051510.75635,117427286.77838948,1261258.0
2021-09-02,USDC,usdc,36780.0,27607367893.751675,27605254145.764713,513950.0
2021-09-02,USDT,usdt,451412.0,67629577502.78235,67599203217.19983,1073524.0
2021-09-03,BTC,btc,1008068.0,937656640132.1829,18805587.54258234,278164.0
2021-09-03,ETH,eth,512273.0,460151781118.15735,117428117.15380758,1198777.0
2021-09-03,USDC,usdc,31226.0,27747076239.66384,27743026369.044712,517631.0
2021-09-03,USDT,usdt,473486.0,68629010593.37073,68599203217.19983,1137114.0
2021-09-04,BTC,btc,776022.0,938815345552.6576,18806556.29258234,227677.0
2021-09-04,ETH,eth,520028.0,456367947251.0358,117432047.42529388,1189085.0
2021-09-04,USDC,usdc,26248.0,27796062644.978737,27793950396.384712,482072.0
2021-09-04,USDT,usdt,434322.0,68636783231.90435,68599203217.19983,1035987.0
2021-09-05,BTC,btc,735688.0,973248018531.0367,18807581.29258234,206820.0
2021-09-05,ETH,eth,497385.0,464418124113.2662,117436913.78146683,1136467.0
2021-09-05,USDC,usdc,24435.0,27852638290.908825,27851800324.674713,487780.0
2021-09-05,USDT,usdt,428759.0,68790124905.56567,68749203218.08783,1005251.0
2021-09-06,BTC,btc,968860.0,990098733766.8181,18808656.29258234,269949.0
2021-09-06,ETH,eth,526971.0,461406568140.7464,117441094.95344812,1206493.0
2021-09-06,USDC,usdc,30961.0,27968789440.438335,27967398881.724712,600598.0
2021-09-06,USDT,usdt,518876.0,69775328065.47093,69749203218.08783,1244832.0
2021-09-07,BTC,btc,938525.0,881313121254.8044,18809612.54258234,277913.0
2021-09-07,ETH,eth,558574.0,403159442272.45953,117441625.95290112,1308071.0
2021-09-07,USDC,usdc,38784.0,28228240397.450653,28225280934.66471,968699.0
2021-09-07,USDT,usdt,548467.0,72042178663.90121,71999203218.97583,1429480.0
2021-09-08,BTC,btc,907794.0,868818919447.7211,18810500.04258234,271871.0
2021-09-08,ETH,eth,525184.0,411960561237.0325,117442079.6788689,1178449.0
2021-09-08,USDC,usdc,38155.0,28954641002.115707,28944929540.044712,777512.0
2021-09-08,USDT,usdt,499714.0,72013338711.87311,71999203218.97583,1303724.0
2021-09-09,BTC,btc,937415.0,873764452663.1392,18811356.29258234,275020.0
2021-09-09,ETH,eth,531348.0,403167458486.4415,117443489.25649852,1219850.0
2021-09-09,USDC,usdc,37907.0,28943674268.754337,28937008071.124714,846532.0
2021-09-09,USDT,usdt,451321.0,72359954751.2239,72349203219.86383,1210116.0
2021-09-10,BTC,btc,906178.0,842133598885.1117,18812206.29258234,260963.0
2021-09-10,ETH,eth,570843.0,376328908274.82465,117449495.14812468,1244706.0
2021-09-10,USDC,usdc,41644.0,29378442161.91835,29371745009.284714,805534.0
2021-09-10,USDT,usdt,480593.0,72349870726.89026,72349203219.86383,1223283.0
2021-09-11,BTC,btc,823454.0,848445725719.5256,18813131.29249204,210848.0
2021-09-11,ETH,eth,627702.0,382821083929.1449,117458257.05721864,1249438.0
